emp_no,emp_title_id,birth_date,first_name,last_name,gender,hire_date
65759,s0002,1963-11-05,Toshiki,Munch,F,1989-03-29
298872,e0003,1952-02-04,Weijing,Narwekar,M,1985-12-28
73087,e0002,1953-09-24,Munehiko,Axelband,M,1991-10-30
256214,e0001,1964-01-12,Monique,Dymetman,M,1991-07-22
52159,s0001,1962-11-16,Basant,Scallan,M,1996-08-09
242690,e0003,1958-12-15,Richard,Parfitt,F,1990-12-06
217061,e0003,1956-03-06,Make,Bernardeschi,M,1987-10-12
97579,s0001,1956-05-25,Tayeb,Puppo,M,1990-10-11
426890,s0001,1953-10-10,Tran,Karcich,F,1985-10-07
93045,e0003,1964-03-29,Randi,Comellas,M,1994-03-14
281788,e0002,1956-10-06,Shounak,Magalhaes,M,1990-07-09
262810,e0003,1957-12-29,Jiann,Harbusch,M,1990-08-01
418586,s0001,1953-09-18,Bernice,Isaak,F,1985-12-06
282959,e0002,1952-10-31,Uriel,Bojadziev,M,1996-05-17
272895,e0002,1954-06-20,Berna,Hertweck,M,1986-08-18
25301,e0002,1958-11-25,Juichirou,Cannard,F,1986-06-17
205138,e0002,1954-09-24,Ramachenga,Simmel,M,1988-01-26
81746,e0002,1953-03-18,Vincent,Spell,M,1994-04-02
277216,e0002,1953-09-30,Xuejia,Bresenham,F,1985-03-13
477168,s0001,1961-07-19,Arco,Yoshimura,M,1990-07-10
483138,e0003,1963-05-08,Gou,Linnainmaa,M,1996-02-15
275997,e0003,1953-12-30,Taiji,Hemaspaandra,M,1992-02-11
79304,s0001,1963-08-15,Gino,Kavraki,M,1992-05-08
210077,s0001,1958-04-06,Debaprosad,Erdmenger,F,1986-06-19
242227,s0001,1955-01-25,Jouni,Dahlbom,M,1986-11-13
499070,e0002,1952-12-20,Dung,Cannard,M,1987-07-29
241877,s0001,1960-03-03,Serenella,Herath,F,1990-01-24
256379,s0001,1959-08-04,Panayotis,Standera,M,1996-11-19
105502,s0001,1963-06-15,Shaz,Selvestrel,M,1986-03-20
473205,e0003,1964-07-01,Stabislas,Siochi,F,1988-03-19
200996,s0001,1964-06-15,Tonia,Niizuma,M,1995-06-11
299811,s0001,1961-05-11,Lenore,Harnett,M,1989-05-29
230216,s0001,1962-06-27,Ravishankar,Remmers,F,1991-09-13
55150,e0002,1963-01-04,Moto,Monkewich,F,1985-11-27
277783,e0003,1962-09-12,Jiang,Nations,M,1995-09-06
405172,e0002,1963-03-16,Aluzio,Serot,M,1990-12-28
235212,s0002,1953-03-13,Boriana,Sudbeck,F,1991-12-29
31734,e0003,1959-12-22,Toshimitsu,Rando,F,1988-12-11
207204,e0002,1965-01-25,Kellie,Schrooten,M,1991-01-17
79043,e0004,1965-01-24,Katsuo,Hockney,M,1987-11-06
491708,s0001,1958-06-25,Parke,Muhling,M,1993-09-15
99468,e0003,1963-01-06,Sampalli,Klassen,F,1990-11-27
27254,e0003,1952-03-18,Trygve,Sewelson,F,1986-10-19
404954,e0003,1956-03-12,Mong,Peyn,M,1990-07-11
451298,e0002,1954-11-14,Tetsurou,Picco,F,1988-08-31
54487,s0001,1956-09-09,Goetz,Assaf,M,1985-03-24
487685,s0001,1962-07-12,Erzsebet,Mansanne,F,1986-11-29
428512,s0001,1962-07-11,Ioana,Muhling,F,1990-06-19
213538,s0002,1960-03-13,Sandeepan,Tomescu,F,1989-10-24
401289,e0004,1959-08-23,Jinxi,Sessa,M,1993-01-09
496641,e0004,1955-02-13,Rayond,Meriste,M,1986-01-26
