emp_no,emp_title_id,birth_date,first_name,last_name,gender,hire_date
407057,e0003,1961-12-19,Tetsurou,Otillio,M,1992-11-10
48621,s0001,1954-10-20,Mircea,Reghbati,F,1986-08-27
84153,s0001,1962-10-04,Lene,Cheshire,M,1989-05-20
294400,e0002,1959-04-07,Odysseas,Emmerich,F,1991-02-16
259051,s0002,1961-09-18,Arumugam,Wilfing,F,1985-04-12
294634,e0002,1957-10-24,Godehard,Kroon,M,1986-09-18
294641,s0001,1958-11-05,Tetsurou,Turnbull,M,1987-01-13
71766,s0001,1954-03-02,Gennady,Lieblein,F,1985-08-23
420488,e0002,1956-07-31,Ronghao,Backhouse,M,1990-07-06
409303,s0002,1955-02-05,DeForest,Gulik,M,1986-04-12
77195,s0001,1955-01-31,Owen,Birrer,M,1987-10-14
102902,e0003,1963-10-13,Utpal,Pollacia,F,1987-03-12
292304,e0003,1956-04-21,Kirk,Molenkamp,F,1990-04-04
231822,e0003,1962-10-19,Steve,Vickson,M,1988-07-17
496114,e0002,1957-03-14,Isamu,Comyn,M,1988-08-03
263561,s0001,1961-05-06,Huei,Streng,M,1986-02-05
252163,s0001,1961-01-01,Kazunori,Eickenmeyer,F,1994-05-30
434810,s0001,1964-03-25,Masaru,Jeansoulin,M,1985-12-21
237087,e0003,1957-10-07,Martins,Casley,F,1994-05-28
44887,e0003,1957-11-23,Larisa,Schoegge,M,1987-09-25
492299,e0003,1952-05-07,Weicheng,Hoppenstand,M,1990-02-09
421093,e0002,1953-03-21,Hatim,Mullainathan,F,1989-12-04
225173,e0003,1956-05-19,Fen,Verspoor,M,1993-11-08
256626,e0004,1952-05-03,Yurii,Fortenbacher,F,1988-05-30
13141,e0003,1963-03-08,Guther,Holburn,M,1990-08-24
88490,e0002,1964-05-23,Duri,Vesel,M,1998-02-28
207264,s0001,1958-11-26,Gino,Bamford,M,1989-11-12
275725,e0003,1957-07-03,Guiseppe,Dymetman,F,1990-12-09
56287,s0001,1956-12-17,Salvador,Lienhardt,M,1985-09-30
74337,s0001,1959-06-23,Danco,Botman,M,1986-06-04
263788,s0001,1954-07-09,Waiman,Busillo,F,1996-01-22
