emp_no,emp_title_id,birth_date,first_name,last_name,gender,hire_date
26486,e0003,1955-11-09,Taegyun,Simkin,M,1988-05-20
260275,e0003,1964-09-07,Luigi,Back,M,1994-05-09
253271,s0001,1961-11-27,Teruyuki,Quadeer,M,1997-04-25
222991,e0003,1953-08-29,Gully,Jonsson,M,1994-11-28
78201,e0003,1960-02-13,Gila,Wegerle,F,1987-04-30
35867,e0003,1954-10-21,Sumant,Henseler,M,1985-12-25
238468,e0003,1961-10-02,Gadiel,Zweizig,M,1989-10-15
25853,s0001,1956-11-30,Martien,Doering,F,1986-08-17
85019,s0001,1956-02-20,Nathan,Garigliano,F,1990-09-27
429070,e0003,1955-04-07,Kayoko,Vrecion,M,1990-11-26
264840,e0003,1956-09-16,Abdelghani,Millington,M,1985-11-12
442512,e0004,1960-09-06,Gaurav,Lally,M,1986-05-16
50696,e0002,1959-05-15,Zhonghua,Buescher,F,1994-01-13
69440,e0003,1963-12-06,Odoardo,Demos,M,1989-06-22
457199,s0002,1952-04-24,Cathie,Matteis,F,1997-07-29
229987,s0001,1956-01-20,Dmitry,Pero,M,1995-05-12
498486,e0002,1960-09-11,Kaijung,Akazan,M,1993-09-22
421080,e0001,1953-08-15,Changho,Muhling,M,1994-11-20
237795,e0003,1953-07-17,Sastry,Koblitz,F,1989-01-10
217638,e0002,1957-09-11,Alejandro,Babu,F,1985-07-26
239190,e0002,1956-12-28,Niranjan,Murtha,M,1993-12-08
494736,e0003,1955-04-22,Mototsugu,Picht,M,1985-12-19
31887,e0003,1963-07-22,Anoosh,Shihab,F,1989-07-26
401002,s0001,1954-04-26,Rosella,Munch,M,1986-11-20
291824,e0003,1963-08-24,Junichi,Gyimothy,M,1994-09-23
224834,e0004,1957-10-27,Adam,Stentiford,F,1991-06-21
498735,e0002,1957-06-18,Nishit,Gire,F,1995-03-12
253750,e0002,1952-02-11,Marlo,Baez,F,1989-03-19
103913,e0003,1954-01-29,Shahid,Yurov,F,1987-06-13
279943,e0002,1958-06-08,Shan,Rouquie,F,1991-12-23
214964,e0003,1962-06-03,Kasturi,Tempesti,M,1992-07-08
479880,e0003,1960-12-31,Susanta,Janocha,M,1986-11-25
426615,s0002,1964-09-22,Tristan,Chinen,M,1991-10-04
60997,s0001,1956-01-02,Kitty,Olano,F,1985-07-11
405584,s0001,1957-12-06,Tomofumi,Danner,F,1991-11-16
221319,e0002,1957-07-04,Surveyors,Crooks,M,1992-06-27
225023,e0003,1960-08-02,Shigenori,Rijsenbrij,M,1997-06-20
