emp_no,emp_title_id,birth_date,first_name,last_name,gender,hire_date
293958,e0002,1961-03-23,Sakthirel,Koshino,M,1987-05-29
224715,s0002,1954-10-02,Hironobu,Slutz,M,1990-04-28
467140,s0001,1963-06-03,Lobel,Brlek,M,1990-04-03
463563,e0004,1959-05-14,Shir,Iwayama,M,1992-01-14
285810,s0001,1961-09-19,Karlis,Pashtan,M,1992-06-26
419545,s0002,1962-06-07,Bluma,Pfau,M,1993-04-13
68485,e0003,1960-12-17,Xudong,Bauknecht,M,1991-05-20
225304,s0002,1958-02-15,Divine,Bala,F,1993-11-09
64255,e0003,1955-09-13,Kamakshi,Gist,M,1998-12-14
70036,e0003,1959-11-15,Jiong,Ballarin,M,1987-08-17
462337,e0004,1962-10-11,Shuji,Krupka,F,1987-05-09
250797,e0003,1956-11-03,Serenella,Debuse,M,1985-04-16
57454,s0002,1963-02-21,Hugh,Hebden,M,1985-03-25
429694,s0001,1958-11-13,Zijian,Denna,M,1987-04-01
248653,e0002,1960-04-01,Breannda,Maliniak,M,1988-10-16
31445,e0002,1958-11-13,Genta,Morrow,F,1987-07-26
424408,e0003,1954-07-22,Shunichi,Heinisuo,M,1992-04-10
409885,e0003,1963-06-09,Saniya,Cummings,F,1988-09-25
448530,e0003,1955-09-11,Adit,Koblick,M,1996-03-19
284856,e0003,1965-01-05,Moto,Kobara,M,1991-12-12
427637,s0001,1959-01-12,Sarita,Begiun,M,1989-06-15
101122,s0001,1954-03-02,Nahla,Swick,M,1985-03-11
42526,e0003,1963-07-20,Aiman,Wilfing,M,1991-12-12
23565,s0001,1958-06-10,Guangming,Merro,M,1987-05-27
405897,s0001,1953-11-08,Jiafu,Moehrke,F,1987-09-18
416356,e0002,1953-07-18,Ult,Lamma,M,1995-08-04
460882,e0003,1959-02-25,Chenxi,Hennings,F,1990-09-28
491835,e0004,1962-07-06,Hideyuki,Leppanen,F,1986-01-14
60256,e0002,1955-08-10,Subir,Fiutem,M,1985-06-01
478320,e0003,1953-03-14,Doowon,Rosaz,F,1985-06-02
475911,s0001,1959-07-04,Toong,Munro,M,1986-08-31
202175,e0004,1953-12-27,Dzung,Akaboshi,F,1985-09-22
296151,s0001,1962-10-08,Nishit,Swick,M,1994-03-22
434756,s0002,1961-05-12,Kazuhiko,Gecseg,M,1991-11-23
267641,e0003,1957-02-18,Fei,Ananiadou,M,1986-12-27
