emp_no,emp_title_id,birth_date,first_name,last_name,gender,hire_date
227054,s0001,1952-07-23,Suvo,Barreiro,M,1992-01-12
490398,e0003,1955-12-20,Valeska,Ozeri,F,1988-07-24
219987,e0003,1961-01-28,Hatsukazu,Breugel,F,1989-03-09
79883,s0002,1953-10-28,Surveyors,Baak,M,1997-04-15
273278,s0001,1960-05-24,Luisa,Pileggi,M,1991-05-03
271505,e0002,1954-12-28,Alenka,Itschner,M,1993-11-10
483073,s0001,1959-05-07,Macha,Koyama,F,1985-04-27
407164,e0002,1953-06-11,Kristof,Klyachko,F,1987-11-01
107236,e0002,1961-08-09,Fen,Colorni,F,1997-02-28
21172,e0003,1959-04-23,Miomir,Domenig,F,1988-11-07
222910,e0003,1952-12-26,Barry,Isaac,M,1987-06-07
204686,e0002,1954-08-03,Kiyotoshi,Bashian,F,1995-03-08
461249,s0001,1962-09-25,Krisda,Gunderson,M,1986-12-04
107711,e0004,1952-03-24,Theirry,Frezza,F,1996-09-06
256610,e0002,1959-08-02,DeForest,Sessa,M,1988-04-25
86252,s0001,1955-08-14,Mahendra,Selenyi,F,1988-05-23
265561,s0002,1963-02-28,Yinghua,Trelles,M,1990-01-28
218283,e0003,1961-12-30,Hitofumi,Valtorta,M,1986-06-11
101494,s0002,1954-04-13,Lene,Kusakari,M,1989-09-24
258856,s0001,1954-04-21,Shuji,Khalil,M,1991-07-02
208073,e0003,1953-06-22,Kerryn,Yurek,M,1987-11-12
404361,e0001,1960-12-02,Zita,Terekhov,M,1986-05-01
69409,e0004,1959-02-27,Oksana,Beerel,M,1988-09-14
92761,e0002,1954-08-19,Berni,Verspoor,M,1989-08-11
411778,e0002,1956-05-05,Fumiyo,Hegner,F,1995-01-22
67629,e0002,1960-12-10,Cullen,Worfolk,M,1998-07-03
24739,s0001,1957-08-01,Feiyu,Comellas,M,1986-12-31
431502,e0002,1963-05-05,Georg,Sidje,M,1992-11-15
477773,s0001,1956-10-01,Bernt,Boudaillier,F,1991-06-17
229834,s0001,1957-01-09,Florian,Katzenelson,M,1993-08-06
263417,e0003,1963-04-16,Jackson,Schwartzburd,M,1992-06-23
241910,s0001,1963-02-07,Gro,Anger,F,1989-09-10
247773,e0002,1962-11-20,Jackson,Pavlopoulou,F,1993-03-22
430398,e0003,1964-04-17,Yishay,Brodie,M,1987-04-13
213371,e0002,1953-07-02,Rimon,Luft,M,1995-06-07
494102,s0001,1957-12-15,Weiwu,Leppanen,M,1996-02-08
247134,s0001,1958-05-26,Idoia,Hitomi,M,1993-08-12
442745,s0001,1963-11-12,Gunilla,Maraist,M,1991-01-18
401910,s0001,1964-06-25,Rosita,Versino,F,1987-08-25
47120,e0003,1952-03-10,Takahiro,Casperson,F,1989-10-15
92956,s0001,1964-04-23,Kristinn,Garigliano,F,1991-05-31
36050,s0001,1963-09-11,Gonzalo,Gadepally,M,1988-08-31
48011,s0002,1960-08-07,Stevo,Ramaiah,F,1986-07-20
104000,e0003,1959-09-14,Shir,Krone,F,1987-06-11
24419,s0001,1962-07-02,Xiaoshan,Assaf,M,1988-02-18
72463,s0001,1960-08-30,Vasilii,Falco,M,1991-01-03
201581,s0001,1956-09-12,Wanqing,Rothe,M,1995-08-31
57672,e0002,1953-09-13,Stevo,Peltason,M,1985-09-06
46318,e0003,1955-03-28,Susumu,Vieth,F,1988-02-05
104816,e0003,1961-03-31,Mrinalini,Landherr,F,1987-06-15
107255,e0004,1960-07-21,Toshimori,Ferriere,M,1986-07-11
91934,e0002,1965-01-03,Nikolaus,Swen,M,1990-06-16
251745,s0002,1964-09-10,Yolla,Rosch,M,1987-11-14
250391,s0001,1962-10-10,Cheong,Serot,M,1985-02-16
445534,e0003,1953-04-11,Poorav,Picht,M,1985-07-24
456702,s0002,1953-02-18,Zorica,Tomescu,M,1988-06-12
291685,e0003,1963-03-14,Arne,Provine,F,1987-09-03
54392,e0003,1963-08-05,Apostol,Kuhnemann,M,1988-01-11
488673,s0001,1955-02-04,Yinlin,Ohori,M,1994-08-06
402269,e0003,1962-09-20,Dulce,Baez,F,1986-08-02
252066,s0001,1958-05-30,Evgueni,Francisci,M,1988-11-17
269901,e0003,1961-02-17,Srinidhi,Kemmerer,M,1989-01-30
483168,e0003,1962-02-18,Takanari,Hettesheimer,F,1988-12-13
46110,e0003,1955-05-20,Gully,Plump,F,1989-08-05
62801,s0002,1960-04-17,Kerhong,Kadhim,F,1989-10-29
475946,e0003,1955-11-22,Ulf,Marsiglia,M,1987-03-05
233848,e0003,1962-11-07,Sungwon,Slutz,F,1986-07-24
292973,e0003,1963-09-30,Wonhee,Sherertz,M,1991-11-24
40629,e0004,1959-06-18,Feiyu,Szilard,M,1996-07-14
465842,e0003,1958-10-19,Ung,Liedekerke,F,1985-02-17
11031,s0001,1954-12-20,Ottavia,Walstra,M,1985-04-26
255885,s0002,1960-06-01,Izaskun,Zallocco,F,1993-02-05
243170,e0003,1955-10-06,Shichao,Ginneken,F,1989-07-31
269072,e0003,1960-02-28,Mitsuyuki,Dulli,M,1989-09-07
216499,e0003,1954-01-09,Marco,Pettis,F,1992-05-30
250881,s0001,1952-11-09,Susanna,Vidal,F,1989-11-15
491202,s0002,1959-10-05,Froduald,Worfolk,M,1996-10-08
451417,s0001,1962-01-19,Maria,Sinitsyn,M,1993-01-16
445638,s0001,1957-07-07,Arco,Reeken,F,1990-02-14
21216,e0004,1964-12-20,Rayond,Biros,M,1987-02-06
439539,s0002,1961-04-27,Luisa,Kusalik,F,1986-03-07
435850,e0004,1954-01-07,Renee,Frijda,M,1990-04-25
461095,e0002,1957-12-17,Uri,Trogemann,M,1987-07-28
40905,e0002,1962-07-23,Radhia,Matzen,M,1986-01-18
451915,s0001,1961-03-20,Marco,Mungall,M,1987-09-04
