emp_no,emp_title_id,birth_date,first_name,last_name,gender,hire_date
201753,s0002,1960-04-01,Toshiki,Peng,M,1985-09-08
449971,e0002,1952-03-21,Avishai,Barvinok,M,1993-11-21
498678,s0002,1956-06-01,Janalee,Kalefeld,M,1991-01-11
466937,e0002,1956-04-24,Moss,Parascandalo,M,1986-04-28
455298,e0003,1959-08-31,Gully,Vasanthakumar,M,1995-01-28
240264,s0002,1960-09-06,Kousuke,Noriega,M,1988-03-24
284292,s0001,1957-06-09,Giap,Zumaque,M,1987-04-09
78496,s0001,1962-12-31,Vitaly,Ulupinar,M,1985-07-10
294469,s0001,1960-07-18,Tetsushi,Biran,M,1987-06-21
77838,e0003,1954-06-04,Shuzo,Piazza,F,1988-10-07
282178,e0002,1963-01-13,Christfried,Brickell,M,1985-09-25
97260,s0002,1958-09-17,Moti,Collette,M,1989-02-22
404569,s0001,1952-07-10,Sigeru,Quittner,M,1995-01-20
488827,e0003,1958-01-03,Danae,Boguraev,F,1990-12-25
482349,e0002,1953-10-07,Arlette,Munos,M,1987-12-10
438330,e0003,1952-11-18,Dinkar,Naumovich,F,1988-11-12
227637,e0003,1955-12-11,Maik,Pardalos,M,1993-10-01
290160,e0002,1952-08-16,Toney,Puppo,F,1992-10-26
420541,s0001,1955-05-03,Rasiah,Bernardeschi,M,1995-02-20
487293,e0002,1958-12-14,Sergi,Ertl,M,1986-07-02
411037,e0002,1954-04-24,Danai,Cochrane,F,1996-04-25
498574,e0003,1953-04-23,Brewster,Makrucki,M,1987-03-18
103991,s0001,1956-09-04,Sorina,Mukaidono,F,1988-11-22
84976,s0001,1955-10-27,Eran,Perez,M,1985-11-29
414671,s0001,1960-02-27,Salvador,Feinberg,M,1987-12-21
257303,s0001,1964-09-28,Filipe,Kawashimo,F,1991-03-17
38317,e0003,1952-07-04,Gal,Markovitch,F,1985-04-14
493254,e0002,1956-10-08,Oksana,Felder,M,1991-05-20
498354,e0003,1955-12-11,Chriss,Desikan,M,1990-11-25
21715,e0004,1952-05-13,Shawna,Skrikant,M,1988-10-03
109201,s0001,1958-08-03,Martien,Ratnaker,M,1986-03-21
248857,s0001,1958-06-22,Adin,Kalloufi,M,1988-08-21
450774,s0001,1961-06-16,Oddvar,Baer,M,1992-06-23
483106,s0001,1960-12-16,Izaskun,Perri,M,1985-08-02
