emp_no,emp_title_id,birth_date,first_name,last_name,gender,hire_date
223965,s0001,1958-05-06,Mechthild,Flanders,M,1985-05-18
23646,s0002,1962-01-18,Gio,Klassen,M,1988-12-30
56011,s0001,1955-10-14,Odinaldo,Gils,M,1992-03-31
267646,e0004,1963-05-07,Frazer,Liesche,M,1996-02-13
76024,e0003,1956-06-20,Perla,Selenyi,F,1990-02-07
254523,s0001,1962-04-07,Vasilis,Flasterstein,F,1987-01-19
466069,s0002,1956-05-03,Yongdong,Stellhorn,F,1991-08-28
14814,s0001,1955-09-01,Odysseas,Nishimukai,M,1987-10-27
466354,e0003,1958-08-09,Phuoc,Rosis,F,1990-08-09
416017,e0002,1961-04-18,Shaleah,Penttonen,F,1989-11-08
478328,e0003,1956-11-28,Shaw,Zobel,M,1986-06-18
216674,e0003,1954-09-10,Theron,Pehl,M,1987-03-28
36263,e0003,1954-09-17,Oddvar,Perez,F,1996-04-23
22300,e0003,1963-05-12,Guoxiang,Ballarin,F,1991-05-09
91714,s0001,1956-05-21,Jordanka,Heemskerk,M,1986-09-13
482458,e0003,1953-07-18,Zdislav,Bresenham,M,1986-10-03
108433,e0003,1955-04-27,Henk,Schaad,F,1985-05-17
14925,e0002,1952-06-14,Stabislas,Peternell,M,1996-06-15
428174,s0001,1959-04-07,Marco,Koshiba,M,1986-04-28
103018,e0003,1958-05-03,DAIDA,Beetstra,M,1989-03-04
280781,e0003,1960-01-31,Mohit,Montresor,F,1998-09-16
299418,e0003,1962-02-01,Xiaoqiu,Lowrie,M,1992-09-05
277682,s0002,1953-04-19,Flemming,Cyne,M,1997-06-17
282262,e0002,1953-01-16,Danae,Oskamp,M,1996-10-31
473411,s0002,1953-06-07,Piyush,Leaver,M,1988-08-14
288655,e0002,1957-11-05,Flemming,Alblas,F,1990-01-07
209935,e0003,1956-04-20,Baziley,Middleton,M,1994-01-10
225632,e0004,1964-11-17,Lillian,Haraldson,M,1993-04-06
83406,e0003,1957-02-22,Khoa,Anily,M,1987-01-05
30533,e0002,1964-02-16,Khalil,Leijenhorst,M,1985-09-10
22092,e0002,1961-10-17,Harjit,Pulkowski,F,1995-07-07
475519,e0003,1963-05-16,Ottavia,Gronowski,M,1985-11-14
206834,e0002,1952-08-08,Vishu,Rohrbach,F,1992-05-03
61838,s0001,1957-06-03,Yuchang,Kadhim,M,1985-09-04
