emp_no,emp_title_id,birth_date,first_name,last_name,gender,hire_date
226979,e0003,1953-05-25,Paddy,Baezner,M,1988-11-05
74550,e0003,1962-08-12,Constantijn,Sluis,M,1994-03-26
443059,e0003,1964-08-10,Premal,Kitsuregawa,M,1994-06-24
96140,e0003,1958-10-19,Denny,Miculan,M,1985-06-26
408495,e0003,1964-12-21,Basem,Bellone,F,1989-02-19
81079,s0001,1954-12-02,Nahla,Mellouli,M,1988-01-16
94731,e0003,1955-09-07,Bernd,Koblitz,M,1993-08-29
37057,e0002,1959-07-17,Zhaofang,Herath,M,1991-05-22
248874,s0001,1961-08-09,Gaurav,Hambrick,M,1987-05-28
487386,s0001,1954-04-02,Byong,Ramaiah,M,1987-08-24
449999,s0001,1955-02-12,Ashish,Rosen,F,1990-07-29
413356,s0001,1953-04-01,Giri,Mansanne,M,1988-01-01
34330,s0001,1958-01-21,Barun,Mansanne,M,1988-10-07
410056,s0001,1958-05-30,Claude,Bazzichi,F,1997-04-11
416917,e0003,1962-07-29,Hisao,Coombs,M,1990-03-08
83992,s0002,1960-10-24,Lunjin,Cappelli,F,1994-10-08
469866,s0001,1959-06-25,Gadiel,McClure,F,1990-08-18
266113,s0001,1959-05-23,Remco,Navazio,M,1985-04-09
440903,s0001,1961-07-28,Ronghao,Bednarek,M,1988-12-28
56575,e0002,1953-10-14,Berry,Simkin,F,1987-05-16
242862,s0002,1955-12-20,Mario,Leonhardt,F,1986-05-03
70705,e0002,1960-09-24,Qingxiang,Hemaspaandra,F,1992-04-13
247777,e0003,1952-08-08,Shen,Herath,M,1987-06-24
440361,s0001,1955-10-14,Shahaf,Skrikant,M,1987-04-28
265125,s0001,1963-07-27,Willard,Juneja,M,1998-04-24
209280,e0003,1955-09-04,Shahaf,Merle,F,1989-04-23
214415,s0002,1959-12-23,Vidar,Sridhar,M,1987-10-01
12814,e0004,1952-06-10,Jaques,Kohling,M,1995-04-29
444576,s0001,1955-05-12,Jinya,Tagansky,M,1989-03-12
25811,e0003,1953-09-14,Fen,Ranze,F,1986-07-25
58598,s0002,1957-05-07,Abdulla,Templeman,M,1990-08-26
229744,e0003,1963-09-02,Mabhin,Vilarrasa,M,1990-03-15
251855,e0002,1953-12-06,Houman,Strehl,M,1988-11-17
46103,e0004,1953-07-25,Yuguang,Hainaut,M,1997-03-12
269553,e0002,1960-05-05,Giordano,Radivojevic,M,1988-11-24
69334,e0002,1963-06-14,Mong,Monkewich,M,1998-08-17
461615,s0002,1953-07-16,Flemming,Borovoy,M,1985-03-30
482222,s0001,1952-10-21,Zongyan,Wossner,F,1985-09-25
464332,e0003,1960-11-30,Anestis,Colorni,F,1989-08-15
298569,e0002,1953-07-11,Kerhong,Zlotek,M,1994-03-26
29104,e0003,1952-04-27,DeForest,Validov,F,1993-03-21
