emp_no,emp_title_id,birth_date,first_name,last_name,gender,hire_date
17952,s0001,1963-12-05,Gina,Munawer,M,1992-07-03
460258,e0002,1955-09-27,Vatsa,Penn,F,1991-10-09
262421,e0003,1964-07-16,Edwin,Chinen,F,1988-11-10
204132,s0001,1957-08-01,Kshitij,Worfolk,M,1988-12-03
289134,e0002,1952-03-18,Uinam,Engberts,M,1988-03-08
484945,e0003,1958-06-17,Cordelia,Zallocco,M,1985-09-29
268515,s0001,1961-11-12,Yishay,Maksimenko,F,1986-01-27
473844,s0001,1962-03-28,Yannik,Ranai,M,1986-04-06
70921,e0004,1957-08-30,Martijn,Bernardeschi,F,1991-04-28
275129,e0003,1958-07-25,Fay,Perz,M,1988-12-19
256651,e0003,1962-07-18,Oksana,Alameldin,F,1987-06-19
417966,s0001,1952-03-01,Tristan,Msuda,F,1987-02-11
202478,e0003,1956-11-16,Xiaoheng,Michaels,M,1991-07-27
260220,e0003,1957-05-04,Navin,Siegrist,M,1985-07-27
81057,e0003,1957-11-03,Patricio,Pocchiola,M,1985-02-16
26881,s0001,1952-09-28,Jiafu,Petersohn,M,1991-06-27
99439,s0001,1963-02-02,Mahmut,Manders,M,1985-09-26
225587,s0002,1952-08-05,Chenyi,Orlowska,M,1986-12-25
229498,e0002,1952-12-06,Jagoda,Molberg,F,1987-01-02
464231,s0001,1958-08-14,Constantino,Eastman,M,1988-10-28
255832,e0002,1955-05-08,Yuping,Dayang,F,1995-02-26
76671,s0001,1959-06-09,Ortrud,Plessier,M,1988-02-24
264920,s0001,1959-09-22,Percy,Samarati,F,1994-09-08
464503,s0002,1964-05-31,Arvind,Slobodova,M,1987-11-23
